2019-05-18 10:47:07,506 - matrix_completion.py[line:140] - INFO: measurement rate 0.39, epoch 0, layer number 30, loss= tensor(0.8131, device='cuda:0')
2019-05-21 10:21:25,051 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 50, layer number 30, loss= tensor(0.0055, device='cuda:0')
2019-05-21 10:22:27,963 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 51, layer number 30, loss= tensor(0.0055, device='cuda:0')
2019-05-21 10:23:29,342 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 52, layer number 30, loss= tensor(0.0054, device='cuda:0')
2019-05-21 10:24:31,381 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 53, layer number 30, loss= tensor(0.0053, device='cuda:0')
2019-05-21 10:25:32,874 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 54, layer number 30, loss= tensor(0.0051, device='cuda:0')
2019-05-21 10:26:38,431 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 55, layer number 30, loss= tensor(0.0052, device='cuda:0')
2019-05-21 10:27:40,110 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 56, layer number 30, loss= tensor(0.0051, device='cuda:0')
2019-05-21 10:28:41,518 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 57, layer number 30, loss= tensor(0.0053, device='cuda:0')
2019-05-21 10:29:53,507 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 58, layer number 30, loss= tensor(0.0050, device='cuda:0')
2019-05-21 10:31:06,428 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 59, layer number 30, loss= tensor(0.0051, device='cuda:0')
2019-05-21 10:32:18,338 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 60, layer number 30, loss= tensor(0.0051, device='cuda:0')
2019-05-21 10:33:31,621 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 61, layer number 30, loss= tensor(0.0050, device='cuda:0')
2019-05-21 10:34:44,112 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 62, layer number 30, loss= tensor(0.0049, device='cuda:0')
2019-05-21 10:35:55,450 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 63, layer number 30, loss= tensor(0.0049, device='cuda:0')
2019-05-21 10:37:06,328 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 64, layer number 30, loss= tensor(0.0049, device='cuda:0')
2019-05-21 10:38:17,417 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 65, layer number 30, loss= tensor(0.0049, device='cuda:0')
2019-05-21 10:39:28,882 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 66, layer number 30, loss= tensor(0.0047, device='cuda:0')
2019-05-21 10:40:41,326 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 67, layer number 30, loss= tensor(0.0049, device='cuda:0')
2019-05-21 10:41:52,402 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 68, layer number 30, loss= tensor(0.0047, device='cuda:0')
2019-05-21 10:43:05,176 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 69, layer number 30, loss= tensor(0.0048, device='cuda:0')
2019-05-21 10:44:17,172 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 70, layer number 30, loss= tensor(0.0046, device='cuda:0')
2019-05-21 10:45:29,212 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 71, layer number 30, loss= tensor(0.0047, device='cuda:0')
2019-05-21 10:46:41,593 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 72, layer number 30, loss= tensor(0.0049, device='cuda:0')
2019-05-21 10:47:52,889 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 73, layer number 30, loss= tensor(0.0047, device='cuda:0')
2019-05-21 10:52:06,126 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 74, layer number 30, loss= tensor(0.0046, device='cuda:0')
2019-05-21 11:01:08,873 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 75, layer number 30, loss= tensor(0.0047, device='cuda:0')
2019-05-21 11:10:21,738 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 76, layer number 30, loss= tensor(0.0047, device='cuda:0')
2019-05-21 11:19:31,188 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 77, layer number 30, loss= tensor(0.0047, device='cuda:0')
2019-05-21 11:28:52,145 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 78, layer number 30, loss= tensor(0.0046, device='cuda:0')
2019-05-21 11:37:52,503 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 79, layer number 30, loss= tensor(0.0047, device='cuda:0')
2019-05-21 11:46:41,515 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 80, layer number 30, loss= tensor(0.0047, device='cuda:0')
2019-05-21 11:55:29,701 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 81, layer number 30, loss= tensor(0.0047, device='cuda:0')
2019-05-21 12:04:13,568 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 82, layer number 30, loss= tensor(0.0045, device='cuda:0')
2019-05-21 12:13:18,265 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 83, layer number 30, loss= tensor(0.0046, device='cuda:0')
2019-05-21 12:22:13,864 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 84, layer number 30, loss= tensor(0.0046, device='cuda:0')
2019-05-21 12:31:08,339 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 85, layer number 30, loss= tensor(0.0044, device='cuda:0')
2019-05-21 12:39:55,322 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 86, layer number 30, loss= tensor(0.0045, device='cuda:0')
2019-05-21 12:48:39,527 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 87, layer number 30, loss= tensor(0.0045, device='cuda:0')
2019-05-21 12:57:33,960 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 88, layer number 30, loss= tensor(0.0046, device='cuda:0')
2019-05-21 13:06:22,676 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 89, layer number 30, loss= tensor(0.0046, device='cuda:0')
2019-05-21 13:15:38,913 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 90, layer number 30, loss= tensor(0.0045, device='cuda:0')
2019-05-21 13:24:42,390 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 91, layer number 30, loss= tensor(0.0044, device='cuda:0')
2019-05-21 13:33:35,750 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 92, layer number 30, loss= tensor(0.0044, device='cuda:0')
2019-05-21 13:42:32,962 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 93, layer number 30, loss= tensor(0.0045, device='cuda:0')
2019-05-21 13:51:27,617 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 94, layer number 30, loss= tensor(0.0045, device='cuda:0')
2019-05-21 14:00:08,923 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 95, layer number 30, loss= tensor(0.0043, device='cuda:0')
2019-05-21 14:08:54,620 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 96, layer number 30, loss= tensor(0.0044, device='cuda:0')
2019-05-21 14:17:42,162 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 97, layer number 30, loss= tensor(0.0044, device='cuda:0')
2019-05-21 14:26:26,069 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 98, layer number 30, loss= tensor(0.0043, device='cuda:0')
2019-05-21 14:35:17,201 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 99, layer number 30, loss= tensor(0.0045, device='cuda:0')
2019-05-21 14:44:03,952 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 100, layer number 30, loss= tensor(0.0043, device='cuda:0')
2019-05-21 14:52:48,999 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 101, layer number 30, loss= tensor(0.0045, device='cuda:0')
2019-05-21 15:01:24,950 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 102, layer number 30, loss= tensor(0.0043, device='cuda:0')
2019-05-21 15:10:07,111 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 103, layer number 30, loss= tensor(0.0043, device='cuda:0')
2019-05-21 15:19:02,762 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 104, layer number 30, loss= tensor(0.0043, device='cuda:0')
2019-05-21 15:25:03,478 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 105, layer number 30, loss= tensor(0.0043, device='cuda:0')
2019-05-21 15:26:15,282 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 106, layer number 30, loss= tensor(0.0043, device='cuda:0')
2019-05-21 15:27:28,101 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 107, layer number 30, loss= tensor(0.0043, device='cuda:0')
2019-05-21 15:28:39,825 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 108, layer number 30, loss= tensor(0.0043, device='cuda:0')
2019-05-21 15:29:52,292 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 109, layer number 30, loss= tensor(0.0043, device='cuda:0')
2019-05-21 15:31:04,043 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 110, layer number 30, loss= tensor(0.0043, device='cuda:0')
2019-05-21 15:32:15,814 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 111, layer number 30, loss= tensor(0.0042, device='cuda:0')
2019-05-21 15:33:29,227 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 112, layer number 30, loss= tensor(0.0041, device='cuda:0')
2019-05-21 15:34:41,467 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 113, layer number 30, loss= tensor(0.0042, device='cuda:0')
2019-05-21 15:35:54,601 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 114, layer number 30, loss= tensor(0.0041, device='cuda:0')
2019-05-21 15:37:07,446 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 115, layer number 30, loss= tensor(0.0041, device='cuda:0')
2019-05-21 15:38:19,943 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 116, layer number 30, loss= tensor(0.0041, device='cuda:0')
2019-05-21 15:39:29,560 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 117, layer number 30, loss= tensor(0.0040, device='cuda:0')
2019-05-21 15:40:39,363 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 118, layer number 30, loss= tensor(0.0041, device='cuda:0')
2019-05-21 15:44:02,278 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 119, layer number 30, loss= tensor(0.0040, device='cuda:0')
2019-05-21 15:45:15,369 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 120, layer number 30, loss= tensor(0.0041, device='cuda:0')
2019-05-21 15:54:18,849 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 121, layer number 30, loss= tensor(0.0040, device='cuda:0')
2019-05-21 16:03:21,905 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 122, layer number 30, loss= tensor(0.0040, device='cuda:0')
2019-05-21 16:12:26,280 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 123, layer number 30, loss= tensor(0.0040, device='cuda:0')
2019-05-21 16:21:32,833 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 124, layer number 30, loss= tensor(0.0039, device='cuda:0')
2019-05-21 16:30:35,267 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 125, layer number 30, loss= tensor(0.0040, device='cuda:0')
2019-05-21 16:39:41,960 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 126, layer number 30, loss= tensor(0.0040, device='cuda:0')
2019-05-21 16:48:56,950 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 127, layer number 30, loss= tensor(0.0040, device='cuda:0')
2019-05-21 16:57:58,575 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 128, layer number 30, loss= tensor(0.0038, device='cuda:0')
2019-05-21 17:06:49,633 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 129, layer number 30, loss= tensor(0.0040, device='cuda:0')
2019-05-21 17:15:43,870 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 130, layer number 30, loss= tensor(0.0038, device='cuda:0')
2019-05-21 17:24:32,285 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 131, layer number 30, loss= tensor(0.0037, device='cuda:0')
2019-05-21 17:33:12,286 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 132, layer number 30, loss= tensor(0.0039, device='cuda:0')
2019-05-21 17:42:26,817 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 133, layer number 30, loss= tensor(0.0038, device='cuda:0')
2019-05-21 17:51:53,679 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 134, layer number 30, loss= tensor(0.0038, device='cuda:0')
2019-05-21 18:00:51,902 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 135, layer number 30, loss= tensor(0.0037, device='cuda:0')
2019-05-21 18:09:44,677 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 136, layer number 30, loss= tensor(0.0038, device='cuda:0')
2019-05-21 18:18:19,050 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 137, layer number 30, loss= tensor(0.0037, device='cuda:0')
2019-05-21 18:27:17,328 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 138, layer number 30, loss= tensor(0.0037, device='cuda:0')
2019-05-21 18:36:15,494 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 139, layer number 30, loss= tensor(0.0037, device='cuda:0')
2019-05-21 18:45:06,347 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 140, layer number 30, loss= tensor(0.0036, device='cuda:0')
2019-05-21 18:53:54,876 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 141, layer number 30, loss= tensor(0.0037, device='cuda:0')
2019-05-21 19:02:41,603 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 142, layer number 30, loss= tensor(0.0036, device='cuda:0')
2019-05-21 19:11:32,347 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 143, layer number 30, loss= tensor(0.0038, device='cuda:0')
2019-05-21 19:20:21,938 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 144, layer number 30, loss= tensor(0.0036, device='cuda:0')
2019-05-21 19:29:18,022 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 145, layer number 30, loss= tensor(0.0036, device='cuda:0')
2019-05-21 19:38:33,844 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 146, layer number 30, loss= tensor(0.0035, device='cuda:0')
2019-05-21 19:47:43,495 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 147, layer number 30, loss= tensor(0.0035, device='cuda:0')
2019-05-21 19:56:33,995 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 148, layer number 30, loss= tensor(0.0034, device='cuda:0')
2019-05-21 20:05:25,234 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 149, layer number 30, loss= tensor(0.0035, device='cuda:0')
2019-05-21 20:14:12,853 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 150, layer number 30, loss= tensor(0.0034, device='cuda:0')
2019-05-21 20:23:12,930 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 151, layer number 30, loss= tensor(0.0035, device='cuda:0')
2019-05-21 20:32:02,634 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 152, layer number 30, loss= tensor(0.0034, device='cuda:0')
2019-05-21 20:40:47,926 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 153, layer number 30, loss= tensor(0.0035, device='cuda:0')
2019-05-21 20:50:27,493 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 154, layer number 30, loss= tensor(0.0034, device='cuda:0')
2019-05-21 20:59:50,513 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 155, layer number 30, loss= tensor(0.0034, device='cuda:0')
2019-05-21 21:09:05,527 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 156, layer number 30, loss= tensor(0.0035, device='cuda:0')
2019-05-21 21:18:39,587 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 157, layer number 30, loss= tensor(0.0036, device='cuda:0')
2019-05-21 21:28:11,863 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 158, layer number 30, loss= tensor(0.0032, device='cuda:0')
